,time,lat,lon,velocity,heading,baroaltitude,geoaltitude,onground,hour
3532,1641418083.0,32.51179504394531,-96.72286376953122,133.9699494294005,298.4348678788463,2065.02,2057.4,false,1641416400.0
3533,1641418084.0,32.51236220537606,-96.72408123405614,133.9699494294005,298.4348678788463,2057.4,2057.4,false,1641416400.0
3534,1641418085.0,32.512939453125,-96.72533569335934,133.9699494294005,298.4348678788463,2049.78,2057.4,false,1641416400.0
3535,1641418086.0,32.5135260113215,-96.72660360530932,133.9699494294005,298.4348678788463,2049.78,2042.16,false,1641416400.0
3536,1641418087.0,32.51375877251059,-96.72716413225447,133.9699494294005,298.4348678788463,2049.78,2049.78,false,1641416400.0
3537,1641418088.0,32.51492257845604,-96.72963045081315,133.9699494294005,298.4348678788463,2034.54,2034.54,false,1641416400.0
3538,1641418089.0,32.51527404785156,-96.73038940429689,134.4225535648298,298.33045808554,2034.54,2026.92,false,1641416400.0
3540,1641418091.0,32.51631914559057,-96.73265729631697,134.4225535648298,298.33045808554,2026.92,2019.3,false,1641416400.0
3541,1641418092.0,32.51687622070312,-96.73390502929686,134.4225535648298,298.33045808554,2019.3,2011.68,false,1641416400.0
3542,1641418093.0,32.51748295153602,-96.73517966757015,134.4225535648298,298.33045808554,2019.3,2011.68,false,1641416400.0
3544,1641418095.0,32.51883296643273,-96.73820651307398,134.4225535648298,298.33045808554,2004.06,1996.44,false,1641416400.0
3545,1641418096.0,32.51921081542969,-96.739013671875,134.4225535648298,298.33045808554,2004.06,1996.44,false,1641416400.0
3547,1641418098.0,32.52069505594545,-96.7422423070791,134.6674474828434,298.523118606312,1996.44,1988.82,false,1641416400.0
3548,1641418099.0,32.52092781713453,-96.74274678132969,135.1196738953143,298.4189521522604,1988.82,1981.2,false,1641416400.0
3549,1641418100.0,32.521728515625,-96.7445068359375,135.1196738953143,298.4189521522604,1981.2,1981.2,false,1641416400.0
3550,1641418101.0,32.52232438426907,-96.74577362683357,135.1196738953143,298.4189521522604,1981.2,1973.58,false,1641416400.0
3551,1641418102.0,32.52287292480469,-96.74703369140622,135.1196738953143,298.4189521522604,1973.58,1965.96,false,1641416400.0
3552,1641418103.0,32.52348819021451,-96.74829599808675,135.1196738953143,298.4189521522604,1973.58,1965.96,false,1641416400.0
3553,1641418104.0,32.52418647378177,-96.74980942083863,135.1196738953143,298.4189521522604,1965.96,1958.34,false,1641416400.0
3554,1641418105.0,32.52452087402344,-96.75060424804684,135.1196738953143,298.4189521522604,1965.96,1958.34,false,1641416400.0
3555,1641418106.0,32.52511751853813,-96.75188337053572,135.1196738953143,298.4189521522604,1958.34,1950.72,false,1641416400.0
3556,1641418107.0,32.52566528320312,-96.75313110351561,135.5723439380837,298.3154809724447,1958.34,1950.72,false,1641416400.0
3557,1641418108.0,32.52628132448358,-96.7544057417889,135.5723439380837,298.3154809724447,1950.72,1943.1,false,1641416400.0
3558,1641418109.0,32.52685546875,-96.75565795898439,135.5723439380837,298.3154809724447,1943.1,1935.48,false,1641416400.0
3559,1641418110.0,32.52731323242188,-96.75670166015624,135.5723439380837,298.3154809724447,1943.1,1935.48,false,1641416400.0
3560,1641418111.0,32.52822875976562,-96.75873413085935,135.5723439380837,298.3154809724447,1935.48,1927.86,false,1641416400.0
3561,1641418112.0,32.52879514532574,-96.7599549585459,135.5723439380837,298.3154809724447,1927.86,1927.86,false,1641416400.0
3562,1641418113.0,32.5294189453125,-96.76126098632812,135.5723439380837,298.3154809724447,1927.86,1920.24,false,1641416400.0
3563,1641418114.0,32.52995895127118,-96.76253338249364,136.0254531821685,298.2126987971509,1920.24,1920.24,false,1641416400.0
3564,1641418115.0,32.53056335449219,-96.76378784179684,136.0254531821685,298.2126987971509,1920.24,1912.62,false,1641416400.0
